id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4969739464215874,Ntgf0hGJY,6982075715,奥79937,#佳木斯坍塌体育馆3人遇难#我伟大的祖国，现在什么情况了,,,,佳木斯坍塌体育馆3人遇难,0,0,1,2023-11-19 10:41,iPhone客户端,,,,辽宁
4969179033897576,Nt1F5glW8,1422162807,甄昊元,#佳木斯坍塌体育馆3人遇难#此类大跨度轻质材料的平屋顶项目，在北方有很多。经常有因为暴雪导致坍塌的事件。但是全部拆除重建，耗资巨大，压力也大。刚刚路上构思了一个轻质的自动感知降雪和自动除雪的装置，或可解决这个问题。简单构想了一下，大多数项目都有条件安装这个装置，成本又不高，出现降雪天气，它可以根据降雪情况自动启动，自动清雪，解决隐患。大多数大跨度建筑都可以采用类似的方案进行清雪活动。稍晚些时候把这个设计方案完善了放出来，或可降低北方大部分地区的风险。#微博新知博主#,,,,"佳木斯坍塌体育馆3人遇难,微博新知博主",0,0,1,2023-11-17 21:34,微博网页版,"['https://wx4.sinaimg.cn/large/54c47b77ly1hjyfbbth3ij20dw0afjwg.jpg', 'https://wx1.sinaimg.cn/large/54c47b77ly1hjyfcsrwsbj20go0b3tcr.jpg', 'https://wx4.sinaimg.cn/large/54c47b77ly1hjyfdwvglij20b406iwia.jpg', 'https://wx2.sinaimg.cn/large/54c47b77ly1hjyfeh1knwj20u00l8wr1.jpg']",,,黑龙江
4969173047314508,Nt1vquGPW,1674946343,豆腐的麻婆,#佳木斯坍塌体育馆3人遇难#现在什么情况啦？,,,,佳木斯坍塌体育馆3人遇难,0,0,1,2023-11-17 21:10,iPhone客户端,,,,辽宁
4969172846248189,Nt1v6qdrf,1674946343,豆腐的麻婆,#佳木斯一体育馆发生坍塌#现在什么情况啦？？,,,,佳木斯一体育馆发生坍塌,0,3,1,2023-11-17 21:09,iPhone客户端,,,,辽宁
4969078504031674,NsZ2WgUP0,1644489953,南方都市报,【#佳木斯再迎暴雪健身场所等停业#！桦南一体育馆曾在雪中坍塌】11月17日，南都记者从黑龙江佳木斯市气象灾害应急指挥部获悉，佳木斯16日—18日再迎暴雪，决定于16日21时至18日09时启动重大气象灾害（暴雪）II级应急响应。佳木斯市主城区实行停课、停工、停产、停运、停业“五停”措施，除承担抢险救灾和保障社会基本运行任务的生产企业外，所有生产企业、大型商场、文化娱乐餐饮健身等人员密集场所全部停业。O佳木斯再迎暴雪，健身场所等停业！桦南一体育馆曾在雪中坍塌,,,,佳木斯再迎暴雪健身场所等停业,0,1,3,2023-11-17 14:54,微博网页版,['https://wx1.sinaimg.cn/large/001Ni6Xvgy1hjy3w6b6lmj60m80h6n7902.jpg'],,,
4969043351570560,NsY8f6AzC,1614482375,燃烧飞鹰,分享网易新闻《佳木斯再迎暴雪，健身场所等停业！桦南一体育馆曾在雪中坍塌》O佳木斯再迎暴雪，健身场所等停业！桦南一体育馆曾在雪中坍塌来自@网易新闻客户端#网易新闻#,,,网易新闻客户端,网易新闻,0,0,0,2023-11-17 12:35,网易新闻客户端,['https://wx4.sinaimg.cn/large/603b0bc7ly1hjxzuw2ukoj20m80h6gnm.jpg'],,,黑龙江
4968837005184834,NsSLqlKOm,7565843781,房子被强拆上访户杨德元,我是黑龙江省绥化市北林区人，感到他们特无耻至极！黑龙江特腐败！坍塌了两个体育馆！《佳木斯体育馆坍塌，遇难者妈妈讨说法，所有人共情》佳木斯体育馆坍塌，遇难者妈妈讨说法，所有人共情O网页链接,,,,,2,2,2,2023-11-16 22:55,百度App,['https://wx4.sinaimg.cn/large/008g1vAply1hjxc2wvl7hj30q50epq4w.jpg'],,,天津
4968676459022378,NsOAtBR8e,7878184823,阿盈论财经,最近爆出来的三件大事，陆家嘴毒土地，中山二院致癌，佳木斯体育馆坍塌，我们从中都能发现一个共同事实，监管部门的缺失和失责。我相信这些地方必然有贪污腐败，否则他们不会欺瞒至今，才使事件曝光，至于监管者是不是知晓会造成严重后果，那就只有他们自己心知肚明了。所以权力缺乏监督，监管者失责，对社会造成的影响是灾难性的。不信你就看银监部门和银行机构以及许家印，以及无数个地产公司与银行，中间会牵扯出无数桩贪污腐败，这直接导致数以万亿的损失和无数个家庭的灾难。一个中鑫银行的行长可以贪污9.7亿，你说全国贪污腐败造成的财产损失到底有多大，足以管中窥豹。,,,,,10,4,131,2023-11-16 12:17,,['https://wx2.sinaimg.cn/large/008Ba3L9gy1hjwtpz8w85j30r10e175k.jpg'],,,广东
4968621551124917,NsN9V4IDP,1731853261,闲云999,大鱼浮出水面？佳木斯体育馆坍塌事件后续来了，已有11个人被抓！O网页链接,,,,,0,0,0,2023-11-16 08:39,分享按钮,,,,山东
4968424195490173,NsI1Bn2fb,2519828022,濮阳消防,#佳木斯一体育馆发生坍塌#【遇到建筑物坍塌该怎么办】若突遇建筑坍塌如何避难？如若被掩埋，该如何自救？戳下图一起了解一下吧！#豫豫小课堂#,,,,"佳木斯一体育馆发生坍塌,豫豫小课堂",0,0,0,2023-11-15 19:35,荣耀70 5G,['https://wx1.sinaimg.cn/large/96318636ly1hjvzc2pbkfj20d01f6441.jpg'],,,
4968411551237063,NsHHd5bOD,3565612791,烟花易冷误惹红尘,#佳木斯一体育馆发生坍塌##bilibili#高剑犁的视频O【高见5】桦南体育馆坍塌事故分析,,,,"佳木斯一体育馆发生坍塌,bilibili",0,0,0,2023-11-15 18:44,哔哩哔哩移动客户端,,,,河南
4968405623900786,NsHxEgmLU,1168523527,龙柏人心果,"#自制美食#2023-11月15日《半月谈吃~上》图一：心❤️碎的感觉，“蛋蛋”的忧伤，国内（11月6日晚7时许，黑龙江佳木斯市桦南县一体育馆发生部分坍塌）。国外的也操心，巴以冲突升级，借图。图4：冬至的饺子图5：首次买羊蹄BTW,雾霾真是准时报道，真希望它“迟到早退”🙏！最好矿工🙊。",,,,自制美食,0,0,0,2023-11-15 18:21,OPPO Find X5,"['https://wx3.sinaimg.cn/large/45a64107ly1hjvyi328taj22dc2rre82.jpg', 'https://wx4.sinaimg.cn/large/45a64107ly1hjvyi3dae2j20mn0pogqf.jpg', 'https://wx2.sinaimg.cn/large/45a64107ly1hjvyi65tzuj235s2dce84.jpg', 'https://wx2.sinaimg.cn/large/45a64107ly1hjvyi7xe66j22dc2dcqv6.jpg', 'https://wx2.sinaimg.cn/large/45a64107ly1hjvyia31anj235s2dcnpf.jpg', 'https://wx3.sinaimg.cn/large/45a64107ly1hjvyid951cj235s2dce83.jpg', 'https://wx2.sinaimg.cn/large/45a64107ly1hjvyif5yd7j22dc35s000.jpg', 'https://wx2.sinaimg.cn/large/45a64107ly1hjvyig9wprj22ea35sx6p.jpg', 'https://wx4.sinaimg.cn/large/45a64107ly1hjvyii3ym3j22ea35skjm.jpg']",,,北京
4968393624521361,NsHeiiYdb,7442442558,高台县融媒体中心,【市安委会对高台县体育场馆开展安全检查】为贯彻落实省安委办下发《关于汲取“11.6”佳木斯桦南悦城健身体育馆坍塌事故教训进一步做好体育场馆安全工作的通知》要求，消除安全隐患，筑牢安全底线，确保场馆运营安全平稳，11月14日上午，市安委办第二督查组对我县体育场馆开展设施设备安全隐患排查工作。督查组分别对各场馆安全管理制度执行情况、消防系统运转情况进行了查验，对配电室、监控室、安全通道、消防泵房等重点部位和设施进行了巡检。针对发现的问题，现场明确整改责任、措施、时限，坚决抓好整改落实，杜绝各类安全事故的发生，切实将安全生产工作责任落实到位。下一步，县体育运动中心将持续加强体育场馆安全整治，坚决遏制安全事故的发生，保障广大健身群众的生命与财产安全，为市民创造一个安全稳定的锻炼环境。（高台县体育运动中心：蔺文华）,,,,,0,0,0,2023-11-15 17:33,微博网页版,"['https://wx4.sinaimg.cn/large/0087FJi6ly1hjvx8gn1koj30u90mnx02.jpg', 'https://wx2.sinaimg.cn/large/0087FJi6ly1hjvx8ktotpj30u00mlqpc.jpg']",,,
4968370490048702,NsGCZ0cFw,6261408399,那位先生MrX,#佳木斯大学跳江学生聊天记录曝光#体育馆坍塌已经被压下了又来一件事,,,,佳木斯大学跳江学生聊天记录曝光,0,0,4,2023-11-15 16:01,iPhone客户端,,,,北京
4968342155692376,NsFThnSQw,2140585607,天涯社区,【佳木斯体育馆倒塌工程师眼里没有迷雾】根据现场细节，还原“11·6”桦南县悦城体育俱乐部坍塌事故过程，分析事故原因。#黑龙江桦南县一体育馆发生坍塌#L睡前视频基地的微博视频,,,,黑龙江桦南县一体育馆发生坍塌,1,0,2,2023-11-15 14:09,微博视频号,,"http://f.video.weibocdn.com/o0/6pUSGnT5lx08a8Vci1ba01041203zyMa0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705390336&ssig=hmwOncRdAT&KID=unistore,video",,
4968285064662323,NsEpcjySL,5448912906,向导新传考研,新传考研热点赏析30｜佳木斯体育馆坍塌/医院院长倒卖出生证明/中山二院患癌疑云/考研电击叫醒闹钟在新传的备考当中，热点是一个很重要的部分，也是题型灵活性的表现。有效分析热点能够将理论与现实进行有效地链接，也能帮助大家更好地理解既有的理论知识，同时这些热点事件还能成为自己答题的案例。2023年，我们重新推出的[热点赏析]专栏，在链接理论知识的同时还加入了官方媒体的声音，旨在帮助大家周期性了解社会热点动态、更牢固地掌握理论知识点，并且在截取的评论文章中，对官媒关于一个热点事件的观点导向进行学习，这不仅可以提升自己的评论写作水平，还可以为大家之后的答题提供丰富的案例、提升答题的语料质量，可以利用空闲时间先学习看起来~,,,,,1,0,2,2023-11-15 10:22,新传考研超话,"['https://wx1.sinaimg.cn/large/005WL5a2gy1hjvkr82sx8j30u01t2jz4.jpg', 'https://wx1.sinaimg.cn/large/005WL5a2gy1hjvkrg15d5j30u01t2tfo.jpg', 'https://wx2.sinaimg.cn/large/005WL5a2gy1hjvkrgt9t2j30u01t2wmp.jpg', 'https://wx1.sinaimg.cn/large/005WL5a2gy1hjvkrhs763j30u01t20zf.jpg', 'https://wx2.sinaimg.cn/large/005WL5a2gy1hjvkriu7rjj30u01t2qb6.jpg', 'https://wx4.sinaimg.cn/large/005WL5a2gy1hjvkrjm6oqj30u01t2477.jpg', 'https://wx1.sinaimg.cn/large/005WL5a2gy1hjvkrkc7nej30u01t246v.jpg', 'https://wx3.sinaimg.cn/large/005WL5a2gy1hjvkrl4237j30u01t244v.jpg', 'https://wx2.sinaimg.cn/large/005WL5a2gy1hjvkrm969lj30u01t2thr.jpg']",,,浙江
4968125215277744,NsAfnm8YU,2248485591,股市任盈盈168,最近爆出来的三件大事，陆家嘴毒土地，中山二院致癌，佳木斯体育馆坍塌，我们从中都能发现一个共同事实，监管部门的缺失和失责。我相信这些地方必然有贪污腐败，否则他们不会欺瞒至今，才使事件曝光，至于监管者是不是知晓会造成严重后果，那就只有他们自己心知肚明了。所以权力缺乏监督，监管者失责，对社会造成的影响是灾难性的。不信你就看银监部门和银行机构以及许家印，以及无数个地产公司与银行，中间会牵扯出无数桩贪污腐败，这直接导致数以万亿的损失和无数个家庭的灾难。一个中鑫银行的行长可以贪污9.7亿，你说全国贪污腐败造成的财产损失到底有多大，足以管中窥豹。,,,,,0,0,107,2023-11-14 23:46,,['https://wx4.sinaimg.cn/large/86052ad7gy1hjv2etrkwsj20hs098myt.jpg'],,,广东
4968097653195941,NszwVdppr,5940463800,财商财富受害人,#佳木斯一体育馆发生坍塌##33岁男子自捆双脚跳桥身亡#武汉市财商财富、乐居贷还我们活命钱1.坚决抗议阻挠、阻止合理、合法上访！2.坚决抗议压制民主、民意！3.坚决抗议限制人生自由！4.坚决抗议、侵犯人权！@湖北省信访局@湖北省经侦大队,,,"湖北省信访局,湖北省经侦大队","佳木斯一体育馆发生坍塌,33岁男子自捆双脚跳桥身亡",0,0,5,2023-11-14 21:57,OPPO A8,,,,湖北
4968025057919277,NsxDPxeah,1727694845,市井随拍,【佳木斯体育馆倒塌工程师眼里没有迷雾】根据现场细节，还原“11·6”桦南县悦城体育俱乐部坍塌事故过程，分析事故原因。#黑龙江桦南县一体育馆发生坍塌#L睡前视频基地的微博视频,,,,黑龙江桦南县一体育馆发生坍塌,0,0,0,2023-11-14 17:08,微博视频号,,"http://f.video.weibocdn.com/o0/6pUSGnT5lx08a8Vci1ba01041203zyMa0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705390344&ssig=lWpoCbWAw9&KID=unistore,video",,湖南
4967982717733429,NswxxwrOJ,6275957674,阿虎的嘟嘟,黑龙江佳木斯桦南县悦城体育俱乐部发生部分坍塌，事故发生时现场共有7人，其中3人自行脱险，1人轻伤，3人遇难。一位体育馆遇难学生的妈妈去讨说法，当地威胁她，如果再闹就把他们家两个公职人员开除，这名妈妈愤怒地说：“我现在就可以和丈夫离婚，和孩子舅舅断绝亲情关系，我给孩子规划了未来，没给他规划葬礼。孩子是我生的，拿工作压我不管用。”,,,,,0,2,2,2023-11-14 14:20,微博网页版,,,,浙江
4967975850608318,Nswmt2yfA,6405494951,蒙丑牛,#张文宏称基层医院提升救治能力很关键#如此将信访件下转至被信访单位可是解决问题之道？此举究竟是解决问题还是为了拖延问题#官方通报b太遭遇鬼秤事件##官方回应佳木斯一体育馆发生坍塌##官方辟谣码头铲车将垃圾推入长江##聚焦中国经济圆桌会##湖北大学图书馆社会人骚扰殴打学生#L蒙丑牛的微博视频,,,,"张文宏称基层医院提升救治能力很关键,官方通报b太遭遇鬼秤事件,官方回应佳木斯一体育馆发生坍塌,官方辟谣码头铲车将垃圾推入长江,聚焦中国经济圆桌会,湖北大学图书馆社会人骚扰殴打学生",1,1,1,2023-11-14 13:53,微博视频号,,"http://f.video.weibocdn.com/o0/g1VfXU0Ulx08aacZlhHy01041200ghbS0E010.mp4?label=mp4_720p&template=720x1500.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705390344&ssig=E4la51QVAM&KID=unistore,video",,内蒙古
4967957338522758,NsvSBzL9Q,5848272985,铁军小子,铁军小子佳木斯这个体育馆坍塌是有原因的，系退休干部开发？难道干部还能参与工程建设？无法无天！据知情人透露，事发后这名退休干部和妻子二人被控制。他亲弟弟很可能还“涉黑”，体育馆在建设的时候就没考虑安全隐患，就是疯狂捞金违规制造“豆腐渣”以赚钱为主要目的，根本不顾人的死活，简直是目无法纪，丧尽天良。#铁军小子#L铁军小子的微博视频,,,,铁军小子,0,1,1,2023-11-14 12:39,铁军小子超话,,"http://f.video.weibocdn.com/o0/sKKsOvYglx08aa8EtiiA010412003NwB0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705390344&ssig=UZBUHrUMT7&KID=unistore,video",,上海
4967947036528009,NsvBZroet,3796716964,今生有缘2022,#新闻#最近在抖音看到黑龙江省佳木斯市桦南县一体育馆发生坍塌事故，背后的真相让人气愤，作为老百姓真想骂几句，真的是无语了,,,,新闻,0,1,3,2023-11-14 11:58,华为畅享10 Plus,['https://wx2.sinaimg.cn/large/e24d4da4ly1hjuhy5gcoaj20dw0opglx.jpg'],,,山西
4967945345434401,NsvzgmNJD,6520098472,安娜美丽彩虹,#你最近最感兴趣的新闻#黑龙江省佳木斯市桦南县一体育馆发生坍塌事故，事故发生时，现场共有7人，其中3人自行脱险，1人轻伤，3人遇难。听说还不让家长说话，太让人愤慨了，什么世道,,,,你最近最感兴趣的新闻,0,0,0,2023-11-14 11:52,nova4e 3200W立体美颜,['https://wx1.sinaimg.cn/large/0077fFsAly1hjuhr3mnkrj30m80m8mxk.jpg'],,,山西
4967927650716830,Nsv6J30tM,3276879583,天津和平消防,【遇建筑物坍塌该怎么办？】#佳木斯一体育馆坍塌事故最新情况##佳木斯坍塌体育馆3人遇难#建筑物坍塌事故前兆不明显，允许人员逃生的时间极短。万一遭遇建筑物坍塌该怎么办？如何有效避难？蓝朋友的这份提示请收好，希望用不到，但一定要知道！L天津和平消防的微博视频,,,,"佳木斯一体育馆坍塌事故最新情况,佳木斯坍塌体育馆3人遇难",0,0,4,2023-11-14 10:41,微博视频号,,"http://f.video.weibocdn.com/o0/XCjyEKlSlx08aa0yiBq801041200k3xY0E010.mp4?label=mp4_720p&template=720x1268.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705390344&ssig=4jmgXB8QPa&KID=unistore,video",,
4967705763120585,NspkQd5O1,1639498782,南方周末,#坍塌体育馆下掩藏了多少行业秘密#【#为何总有体育馆塌顶#：暴雪之下掩藏多少行业沉疴】百余天内，黑龙江省齐齐哈尔市、佳木斯市发生两起体育馆屋顶坍塌事故，分别造成11人、3人死亡，其中13人尚未成年。近年诸多场馆屋顶坍塌事故指向脆弱的大跨度钢结构这一设计形态，它是怎么从流行的建筑样式变成悬在人们头顶上的“达摩克利斯之剑”？对于一些追求利益最大化、尽快回本的业主单位来说，“听话”的小型设计院则是他们的优先选择。“有的业主单位抠成本，他会说这个给我再省一点，用钢量再给我降一点，外行指导内行。有的小设计院也要生存，他们就会去抠荷载，抠到规范的极限。”成都东南钢结构有限公司总工程师刘永刚说。东南大学土木工程学院教授冯若强说，有中标施工单位为了多挣钱，在施工时将钢梁设计高度从600毫米“优化”成400毫米，将钢梁壁厚从20毫米“优化”成12毫米。为了在焊接环节节省人工，用低水平焊工替代工资高的好焊工。刘永刚认为，低价中标是导致业内“优化”风气的直接原因。O为何总有体育馆塌顶：暴雪之下掩藏多少行业沉疴,,,,"坍塌体育馆下掩藏了多少行业秘密,为何总有体育馆塌顶",31,24,69,2023-11-13 20:00,微博 weibo.com,,,,
4967685654057687,NsoOph1Az,2452004593,开封消防,【突遇建筑倒塌？这些自救知识请牢记！】如遇到建筑物坍塌时切勿慌乱，记住这些自救小知识，关键时刻可能用得上！#佳木斯坍塌体育馆3人遇难#,,,,佳木斯坍塌体育馆3人遇难,0,0,0,2023-11-13 18:40,iPhone客户端,['https://wx2.sinaimg.cn/large/92269ef1ly1hjmp3k6yxyj20m81jk794.jpg'],,,
4967680848431290,NsoGEznmy,7827771738,睡前视频基地,【佳木斯体育馆倒塌工程师眼里没有迷雾】根据现场细节，还原“11·6”桦南县悦城体育俱乐部坍塌事故过程，分析事故原因。#黑龙江桦南县一体育馆发生坍塌#L睡前视频基地的微博视频,,,,黑龙江桦南县一体育馆发生坍塌,8492,768,17612,2023-11-13 18:21,微博视频号,,"http://f.video.weibocdn.com/o0/6pUSGnT5lx08a8Vci1ba01041203zyMa0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705390357&ssig=88NtgKmMjN&KID=unistore,video",,上海
4967666284497494,NsojaiS0e,1348251723,xh汤计,黑龙江今年体育馆坍塌事故多#而且是接二连三地坍塌，接二连三地死人，还都是体育馆所！一场雨能把齐齐哈尔市一中学的体育馆浇塌顶，一场暴雪能把佳木斯市一健身体育馆压塌！我不得不惊呼：黑龙江的体育馆所都是啥质量？O佳木斯的体育馆也塌了，安全责任到底落在哪儿了？,,,,,1,3,3,2023-11-13 17:23,HUAWEI Mate X2,,,,内蒙古
4967656266927069,Nso30t42V,3897718076,连云港市海州区法院,【遇建筑物坍塌该怎么办？】据央视新闻报道，#佳木斯体育馆坍塌11人被采取强制措施#。建筑物坍塌事故前兆不明显，允许人员逃生的时间极短。万一遭遇建筑物坍塌该怎么办？如何有效避难？蓝朋友的这份提示请收好，希望用不到，但一定要知道！（中国消防）L中国消防的微博视频,,,,佳木斯体育馆坍塌11人被采取强制措施,0,0,2,2023-11-13 16:43,微博视频号,,"http://f.video.weibocdn.com/o0/BGHFoHEylx07VEFJuV7W01041200lkW80E010.mp4?label=mp4_720p&template=720x1268.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705390357&ssig=d%2FZmLEG9hC&KID=unistore,video",,
4967646579918804,NsnNnFCkI,2696061234,众视墨文才,发布了头条文章：《体育馆坍塌事故最新进展》原文链接：O网页链接#众视墨文才##佳木斯体育馆坍塌事故正调查取证#O体育馆坍塌事故最新进展,http://t.cn/A6WH1rzK,,,"众视墨文才,佳木斯体育馆坍塌事故正调查取证",0,0,0,2023-11-13 16:05,微博 weibo.com,,,,北京
4967643304955291,NsnI6kN63,5415210296,北京市京哲律师事务所,发布了头条文章：《哲周热点|一旅客列车与工程车辆相撞脱轨；佳木斯体育馆坍塌事件…》O哲周热点|一旅客列车与工程车辆相撞脱轨；佳木斯体育馆坍塌事件…,http://t.cn/A6WH1VLJ,,,,0,0,0,2023-11-13 15:52,微博 weibo.com,,,,北京
4967625226453743,NsneWr4UD,5339739047,-淮安开发区法院-,【遇建筑物坍塌该怎么办？】据央视新闻报道，#佳木斯体育馆坍塌11人被采取强制措施#。建筑物坍塌事故前兆不明显，允许人员逃生的时间极短。万一遭遇建筑物坍塌该怎么办？如何有效避难？蓝朋友的这份提示请收好，希望用不到，但一定要知道！（中国消防）L中国消防的微博视频,,,,佳木斯体育馆坍塌11人被采取强制措施,0,3,4,2023-11-13 14:40,微博视频号,,"http://f.video.weibocdn.com/o0/BGHFoHEylx07VEFJuV7W01041200lkW80E010.mp4?label=mp4_720p&template=720x1268.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705390357&ssig=d%2FZmLEG9hC&KID=unistore,video",,
4967622387960236,NsnamxoOU,1908364672,股市战将妖哥,【媒体：黑龙江坍塌体育馆系53岁退休干部开发，其弟弟被指涉黑】据界面新闻报道：“现在什么也不想谈，我只看最后纸面的调查结果。”2023年11月10日，黑龙江省佳木斯市桦南县悦城体育俱乐部屋顶坍塌事故一位遇难者家属告诉界面新闻。目前，3名遇难初中男生的家属仍聚集在殡仪馆，守护着自己的孩子。11月6日19时20分许，在大雪纷飞中，桦南县悦城体育俱乐部发生部分坍塌，事故造成3死1伤。11月10日，据央视新闻客户端最新报道，警方已对涉嫌造成此次坍塌事故的、以吴某迁为首的11名重点人员，采取了强制措施。事故发生后，该栋建筑的开发商——黑龙江省悦城房地产开发有限公司（下称“悦城地产”）即被推到风口浪尖。天眼查APP显示，该公司的法定代表人是吴立迁。而在2018年8月，佳木斯市中级人民法院作出的一份民事裁定书中，一位名叫吴立迁的被告，以桦南县建设局（现住房和城乡建设局）退休干部的身份出现。该案另有一名被告名叫杨巾力，为桦南县环保局（现生态环境局）干部。同年12月桦南县人民法院作出的一份判决书显示，吴立迁、杨巾力系夫妻关系。多位桦南县当地人士向界面新闻证实，两个吴立迁是同一人。界面新闻尝试联系多位跟吴立迁有过接触的人士，但在人口不过20多万的东北小县城，大多数人碍于“沾亲带故”“是生意伙伴”“身在体制内”“住在他开发的房子里”等原因表示不便多言。其实，桦南县几乎无人不知吴立迁。知情人士称，他借助建设局干部的身份，乘上小县城的房地产开发浪潮，在政商关系通达之下，主持公司开发了多个楼盘和宾馆，“赚了大钱”。据杨英水讲述，吴立迁多年前曾给桦南县建设局领导开车，其父亲是桦南县建设局的一名书记，现已退休。吴立迁后来进入建设局体制内工作，担任工会主席一职。上述民事裁定书显示，吴立迁出生于1970年8月，但到2018年，他刚满48岁，已成为退休干部。尚不确定吴立迁是因何种原因提前退休。杨英水当初承接吴立迁的项目时，就知道其在桦南县建设局任职，但是“没见他（去建设局）上过班。”上述判决书显示，吴立迁的妻子杨巾力出生于1974年。她的身份是桦南县环保局职工。11月8日，桦南县环保局一名工作人员回应界面新闻称，单位是有杨巾力这个员工，但是已经退休。杨力巾在桦南县悦城电影城有限责任公司、桦南县前进怡景假日商务酒店、桦南县竭诚房地产中介服务中心、桦南县悦城广场停车场管理服务中心、桦南县悦城商厦有限公司一共5家公司中担任法定代表人或股东。目前，上述5家公司中的3家已经注销。与吴立迁打过几年交道的杨英水回忆，他们夫妻二人的房地产开发公司员工规模不大，“都是家族里的人”，公司也并不具备建筑工程相应的施工资质，惯常做法是挂靠在另一家具备资质的公司之下。裁判文书网一份2019年的判决书显示，怡景盛世小区是杨巾力在2012年挂靠一家名叫鑫隆房地产的公司开发建设而成，杨巾力并不具有建筑工程相应施工资质。但据多位桦南县当地人介绍，吴立迁有一个儿子名为吴瀚。而吴瀚是悦城体育文化发展有限公司的受益所有人、实际控制人和控股股东。悦城体育文化发展有限公司的注册地址则跟新阳光健身俱乐部地址相同。吴瀚也曾在悦城地产和悦城商厦有限公司担任股东，这两家公司的法定代表人是吴立迁。目前，上述3家公司均已注销。据当地人透露，吴立迁还有一个叫吴立伟的弟弟，在桦南县一家医院做过医生。早年间，吴立迁曾借用吴立伟之名做房地产生意，后来兄弟二人便在一起打拼。吴立迁在桦南县如火如荼地开发楼盘的那几年，跟群众之间多次发生拆迁纠纷，而他兄弟则充当了“解决问题”的角色。界面新闻梳理发现，在“悦城系”之外，吴立迁夫妻广泛搭建生意人脉，这些人脉以股东或高管之名，分散在围绕“悦城系”相关的施工、投资、物业、体育娱乐、施工资质挂靠等诸多公司中，在桦南县当地织造了一张错综复杂的网络。尽管目前多家“悦城系”公司已经注销。但是，多年来，与“悦城系”相关的人员，已建构起一张复杂的商业关系网，将一大批桦南县乃至佳木斯市的建筑工程项目收入囊中。,,,,,0,1,7,2023-11-13 14:28,,"['https://wx4.sinaimg.cn/large/71bf5580gy1hjtgnuo3hxj20jg0at0ud.jpg', 'https://wx1.sinaimg.cn/large/71bf5580gy1hjtgnuy5y7j20kd12447b.jpg', 'https://wx4.sinaimg.cn/large/71bf5580gy1hjtgnv9i81j20jy0u60zm.jpg', 'https://wx3.sinaimg.cn/large/71bf5580gy1hjtgnvltjcj20jh0x9n4u.jpg']",,,浙江
4967594585490914,Nsmrwn2r8,3208890367,热心村民委员会会长,#生活碎片##宇我有关的碎片#太离谱了，昨天晚上狂风怒吼，哐哐的，不停猛烈冲击我阳台的窗户，玻璃被震得仿佛随时要塌下来，声音甚至比早上附近村民放鞭炮还要吵！是真的超级大声！！！睡到凌晨三点被这声音吓醒，然后脑子里一直想起前几次热搜看到的#佳木斯一体育馆发生坍塌#然后就因为担心单位这个上个世纪的房子经不住这狂风肆虐，随时坍塌，然后整栋楼只有我一个人在里面血肉模糊…想到这里，害怕的一晚上没睡着！谁懂啊！！！昨天晚上我居然狠狠和杜甫共情（虽然比不上人家胸怀天下），但我感觉我就是《茅屋为秋风所破歌》现实版,,,,"生活碎片,宇我有关的碎片,佳木斯一体育馆发生坍塌",0,9,1,2023-11-13 12:38,荣耀Magic4,"['https://wx2.sinaimg.cn/large/bf43c7ffgy1hjtd89iomwj22dc35snpf.jpg', 'https://wx4.sinaimg.cn/large/bf43c7ffgy1hjtd8e0k1nj235s2dcqv6.jpg']",,,江西
4967396734666920,NshipjA4U,6469068279,再不早睡你就等着猝死吧,#佳木斯一体育馆发生坍塌##黑龙江佳木斯一体育馆发生坍塌##黑龙江佳木斯一体育馆发生坍塌事故#遗忘,,,,"佳木斯一体育馆发生坍塌,黑龙江佳木斯一体育馆发生坍塌,黑龙江佳木斯一体育馆发生坍塌事故",0,0,2,2023-11-12 23:32,iPhone客户端,,,,吉林
4967390129422962,Nsh7KDxlg,2649744643,龙岩消防,【遇建筑物坍塌该怎么办？】#佳木斯一体育馆坍塌事故最新情况##佳木斯坍塌体育馆3人遇难#建筑物坍塌事故前兆不明显，允许人员逃生的时间极短。万一遭遇建筑物坍塌该怎么办？如何有效避难？蓝朋友的这份提示请收好，希望用不到，但一定要知道！L中国消防的微博视频,,,,"佳木斯一体育馆坍塌事故最新情况,佳木斯坍塌体育馆3人遇难",0,0,0,2023-11-12 23:05,iPhone客户端,,"http://f.video.weibocdn.com/o0/BGHFoHEylx07VEFJuV7W01041200lkW80E010.mp4?label=mp4_720p&template=720x1268.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705390369&ssig=lbt7uEuavK&KID=unistore,video",,
